,Country,City,country_city
3919,Australia,Mudgee,"Mudgee, Australia"
3920,Australia,Mudgeeraba,"Mudgeeraba, Australia"
3921,Australia,Muja,"Muja, Australia"
3922,Australia,Mukinbudin,"Mukinbudin, Australia"
3923,Australia,Mulga Park,"Mulga Park, Australia"
3924,Australia,Mulgoa,"Mulgoa, Australia"
3925,Australia,Mulgrave,"Mulgrave, Australia"
3926,Australia,Mulka,"Mulka, Australia"
3927,Australia,Mullewa,"Mullewa, Australia"
3928,Australia,Mulwala,"Mulwala, Australia"
3929,Australia,Mundingburra,"Mundingburra, Australia"
3930,Australia,Mundulla,"Mundulla, Australia"
3931,Australia,Mungeranie,"Mungeranie, Australia"
3932,Australia,Murarrie,"Murarrie, Australia"
3933,Australia,Murchison,"Murchison, Australia"
3934,Australia,Murdoch,"Murdoch, Australia"
3935,Australia,Murray Bridge,"Murray Bridge, Australia"
3936,Australia,Murray Island,"Murray Island, Australia"
3937,Australia,Murrey,"Murrey, Australia"
3938,Australia,Murrindindi,"Murrindindi, Australia"
3939,Australia,Murrumbateman,"Murrumbateman, Australia"
3940,Australia,Murwillumbah,"Murwillumbah, Australia"
3941,Australia,Musgrave,"Musgrave, Australia"
3942,Australia,Musk Vale,"Musk Vale, Australia"
3943,Australia,Muswellbrook,"Muswellbrook, Australia"
3944,Australia,Mutineer,"Mutineer, Australia"
3945,Australia,Muttaburra,"Muttaburra, Australia"
3946,Australia,Muttama,"Muttama, Australia"
3947,Australia,Myaree,"Myaree, Australia"
3948,Australia,Mylor,"Mylor, Australia"
3949,Australia,Myroodah,"Myroodah, Australia"
3950,Australia,Myrrhee,"Myrrhee, Australia"
3951,Australia,Myrtleford,"Myrtleford, Australia"
3952,Australia,Nagambie,"Nagambie, Australia"
3953,Australia,Nairne,"Nairne, Australia"
3954,Australia,Nambour,"Nambour, Australia"
3955,Australia,Nambucca Heads,"Nambucca Heads, Australia"
3956,Australia,Nangwarry,"Nangwarry, Australia"
3957,Australia,Nannup,"Nannup, Australia"
3958,Australia,Nappa Merry,"Nappa Merry, Australia"
3959,Australia,Napperby,"Napperby, Australia"
3960,Australia,Nar Nar Goon,"Nar Nar Goon, Australia"
3961,Australia,Naracoorte,"Naracoorte, Australia"
3962,Australia,Narangba,"Narangba, Australia"
3963,Australia,Narellan,"Narellan, Australia"
3964,Australia,Narembeen,"Narembeen, Australia"
3965,Australia,Narooma,"Narooma, Australia"
3966,Australia,Narrabeen,"Narrabeen, Australia"
3967,Australia,Narrabri,"Narrabri, Australia"
3968,Australia,Narracoopa,"Narracoopa, Australia"
3969,Australia,Narrandera,"Narrandera, Australia"
3970,Australia,Narraweena,"Narraweena, Australia"
3971,Australia,Narre Warren,"Narre Warren, Australia"
3972,Australia,Narre Warren North,"Narre Warren North, Australia"
3973,Australia,Narrikup,"Narrikup, Australia"
3974,Australia,Narrogin,"Narrogin, Australia"
3975,Australia,Narromine,"Narromine, Australia"
3976,Australia,Naval Base,"Naval Base, Australia"
3977,Australia,Nedlands,"Nedlands, Australia"
3978,Australia,Nerang,"Nerang, Australia"
3979,Australia,Nericon,"Nericon, Australia"
3980,Australia,Nerong,"Nerong, Australia"
3981,Australia,Neurea,"Neurea, Australia"
3982,Australia,Neutral Bay,"Neutral Bay, Australia"
3983,Australia,New Farm,"New Farm, Australia"
3984,Australia,New Lambton,"New Lambton, Australia"
3985,Australia,New Moon,"New Moon, Australia"
3986,Australia,New Norfolk,"New Norfolk, Australia"
3987,Australia,Newborough,"Newborough, Australia"
3988,Australia,Newcastle,"Newcastle, Australia"
3989,Australia,Newham,"Newham, Australia"
3990,Australia,Newman,"Newman, Australia"
3991,Australia,Newman Apt,"Newman Apt, Australia"
3992,Australia,Newmarket,"Newmarket, Australia"
3993,Australia,Newnham,"Newnham, Australia"
3994,Australia,Newport,"Newport, Australia"
3995,Australia,Newport,"Newport, Australia"
3996,Australia,Newry,"Newry, Australia"
3997,Australia,Newstead,"Newstead, Australia"
3998,Australia,Newstead,"Newstead, Australia"
3999,Australia,Newtown,"Newtown, Australia"
4000,Australia,Nganhurra,"Nganhurra, Australia"
4001,Australia,Ngukurr,"Ngukurr, Australia"
4002,Australia,Nhulunbuy,"Nhulunbuy, Australia"
4003,Australia,Nicholson,"Nicholson, Australia"
4004,Australia,Nifty,"Nifty, Australia"
4005,Australia,Nimmitabel,"Nimmitabel, Australia"
4006,Australia,Ningaloo Vision,"Ningaloo Vision, Australia"
4007,Australia,Ningi,"Ningi, Australia"
4008,Australia,Noarlunga,"Noarlunga, Australia"
4009,Australia,Noarlunga Downs,"Noarlunga Downs, Australia"
4010,Australia,Noble Park,"Noble Park, Australia"
4011,Australia,Noonkanbah,"Noonkanbah, Australia"
4012,Australia,Noosa,"Noosa, Australia"
4013,Australia,Noosaville,"Noosaville, Australia"
4014,Australia,Norlane,"Norlane, Australia"
4015,Australia,Normanhurst,"Normanhurst, Australia"
4016,Australia,Normanton,"Normanton, Australia"
4017,Australia,Norseman,"Norseman, Australia"
4018,Australia,North Balwyn,"North Balwyn, Australia"
4019,Australia,North Beach,"North Beach, Australia"
4020,Australia,North Bridge,"North Bridge, Australia"
4021,Australia,North Curl Curl,"North Curl Curl, Australia"
4022,Australia,North Fremantle,"North Fremantle, Australia"
4023,Australia,North Geelong,"North Geelong, Australia"
4024,Australia,North Haven,"North Haven, Australia"
4025,Australia,North Lismore,"North Lismore, Australia"
4026,Australia,North Manly,"North Manly, Australia"
4027,Australia,North Melbourne,"North Melbourne, Australia"
4028,Australia,North Narrabeen,"North Narrabeen, Australia"
4029,Australia,North Richmond,"North Richmond, Australia"
4030,Australia,North Rocks,"North Rocks, Australia"
4031,Australia,North Ryde,"North Ryde, Australia"
4032,Australia,North Sydney,"North Sydney, Australia"
4033,Australia,North Tamborine,"North Tamborine, Australia"
4034,Australia,North Turramurra,"North Turramurra, Australia"
4035,Australia,Northam,"Northam, Australia"
4036,Australia,Northcliffe,"Northcliffe, Australia"
4037,Australia,Northcote,"Northcote, Australia"
4038,Australia,Northern Endeavour,"Northern Endeavour, Australia"
4039,Australia,Northgate,"Northgate, Australia"
4040,Australia,Northmead,"Northmead, Australia"
4041,Australia,Northwood,"Northwood, Australia"
4042,Australia,Norton Summit,"Norton Summit, Australia"
4043,Australia,Norwood,"Norwood, Australia"
4044,Australia,Notting Hill,"Notting Hill, Australia"
4045,Australia,Nowra,"Nowra, Australia"
4046,Australia,Nulkaba,"Nulkaba, Australia"
4047,Australia,Nullagine,"Nullagine, Australia"
4048,Australia,Nullarbor,"Nullarbor, Australia"
4049,Australia,Numbulwar,"Numbulwar, Australia"
4050,Australia,Numurkah,"Numurkah, Australia"
4051,Australia,Nunawading,"Nunawading, Australia"
4052,Australia,Nundah,"Nundah, Australia"
4053,Australia,Nurioopta,"Nurioopta, Australia"
4054,Australia,Nuriootpa,"Nuriootpa, Australia"
4055,Australia,Nutfield,"Nutfield, Australia"
4056,Australia,Nutwood Downs,"Nutwood Downs, Australia"
4057,Australia,Nyah,"Nyah, Australia"
4058,Australia,Nyngan,"Nyngan, Australia"
4059,Australia,Oak Flats,"Oak Flats, Australia"
4060,Australia,Oakbank,"Oakbank, Australia"
4061,Australia,Oakey,"Oakey, Australia"
4062,Australia,Oakford,"Oakford, Australia"
4063,Australia,Oakhurst,"Oakhurst, Australia"
4064,Australia,Oaklands Park,"Oaklands Park, Australia"
4065,Australia,Oakleigh,"Oakleigh, Australia"
4066,Australia,Oakleigh East,"Oakleigh East, Australia"
4067,Australia,Oban,"Oban, Australia"
4068,Australia,Oberon,"Oberon, Australia"
4069,Australia,Ocean Grove,"Ocean Grove, Australia"
4070,Australia,O'Connell,"O'Connell, Australia"
4071,Australia,O'Connor,"O'Connor, Australia"
4072,Australia,Oenpelli,"Oenpelli, Australia"
4073,Australia,Officer,"Officer, Australia"
4074,Australia,Okha FPSO,"Okha FPSO, Australia"
4075,Australia,Olympic Dam,"Olympic Dam, Australia"
4076,Australia,Onkaparinga Hills,"Onkaparinga Hills, Australia"
4077,Australia,Onslow,"Onslow, Australia"
4078,Australia,Oodnadatta,"Oodnadatta, Australia"
4079,Australia,Orange,"Orange, Australia"
4080,Australia,Orbost,"Orbost, Australia"
4081,Australia,Orchid Beach,"Orchid Beach, Australia"
4082,Australia,Ord River,"Ord River, Australia"
4083,Australia,Orientos,"Orientos, Australia"
4084,Australia,Ormeau,"Ormeau, Australia"
4085,Australia,Ormiston,"Ormiston, Australia"
4086,Australia,Orpheus Island Resort,"Orpheus Island Resort, Australia"
4087,Australia,Osborne,"Osborne, Australia"
4088,Australia,Osborne Island,"Osborne Island, Australia"
4089,Australia,Osborne Park,"Osborne Park, Australia"
4090,Australia,Ottaway,"Ottaway, Australia"
4091,Australia,Ottoway,"Ottoway, Australia"
4092,Australia,Ouse,"Ouse, Australia"
4093,Australia,Outer Harbor,"Outer Harbor, Australia"
4094,Australia,Outer Harbour,"Outer Harbour, Australia"
4095,Australia,Ouyen,"Ouyen, Australia"
4096,Australia,Oxley,"Oxley, Australia"
4097,Australia,Oxley,"Oxley, Australia"
4098,Australia,Oyster Bay,"Oyster Bay, Australia"
4099,Australia,Pacific Pines,"Pacific Pines, Australia"
4100,Australia,Padbury,"Padbury, Australia"
4101,Australia,Paddington,"Paddington, Australia"
4102,Australia,Padstow,"Padstow, Australia"
4103,Australia,Padthaway,"Padthaway, Australia"
4104,Australia,Paget,"Paget, Australia"
4105,Australia,Pakenham,"Pakenham, Australia"
4106,Australia,Pakenham South,"Pakenham South, Australia"
4107,Australia,Pakenham Upper,"Pakenham Upper, Australia"
4108,Australia,Palm Beach,"Palm Beach, Australia"
4109,Australia,Palm Beach,"Palm Beach, Australia"
4110,Australia,Palm Island,"Palm Island, Australia"
4111,Australia,Palmerston,"Palmerston, Australia"
4112,Australia,Palmwoods,"Palmwoods, Australia"
4113,Australia,Pambula,"Pambula, Australia"
4114,Australia,Pandie Pandie,"Pandie Pandie, Australia"
4115,Australia,Panton Hill,"Panton Hill, Australia"
4116,Australia,Paraburdoo,"Paraburdoo, Australia"
4117,Australia,Paracombe,"Paracombe, Australia"
4118,Australia,Parafield,"Parafield, Australia"
4119,Australia,Paralowie,"Paralowie, Australia"
4120,Australia,Pardoo,"Pardoo, Australia"
4121,Australia,Paringa,"Paringa, Australia"
4122,Australia,Parkdale,"Parkdale, Australia"
4123,Australia,Parkes,"Parkes, Australia"
4124,Australia,Parkinson,"Parkinson, Australia"
4125,Australia,Parkville,"Parkville, Australia"
4126,Australia,Parndana,"Parndana, Australia"
4127,Australia,Parramatta,"Parramatta, Australia"
4128,Australia,Parwan,"Parwan, Australia"
4129,Australia,Pascoe Vale,"Pascoe Vale, Australia"
4130,Australia,Paterson,"Paterson, Australia"
4131,Australia,Peak Hill,"Peak Hill, Australia"
4132,Australia,Peakhurst,"Peakhurst, Australia"
4133,Australia,Pearce,"Pearce, Australia"
4134,Australia,Peats Ridge,"Peats Ridge, Australia"
4135,Australia,Pelican Point,"Pelican Point, Australia"
4136,Australia,Pemberton,"Pemberton, Australia"
4137,Australia,Pemulwuy,"Pemulwuy, Australia"
4138,Australia,Pendle Hills,"Pendle Hills, Australia"
4139,Australia,Penfield,"Penfield, Australia"
4140,Australia,Penguin,"Penguin, Australia"
4141,Australia,Pennant Hills,"Pennant Hills, Australia"
4142,Australia,Penneshaw,"Penneshaw, Australia"
4143,Australia,Penola,"Penola, Australia"
4144,Australia,Penong,"Penong, Australia"
4145,Australia,Penrith,"Penrith, Australia"
4146,Australia,Penshurst,"Penshurst, Australia"
4147,Australia,Penwortham,"Penwortham, Australia"
4148,Australia,Peppermint Grove,"Peppermint Grove, Australia"
4149,Australia,Peppimenarti,"Peppimenarti, Australia"
4150,Australia,Perth,"Perth, Australia"
4151,Australia,Perth,"Perth, Australia"
4152,Australia,Petersham,"Petersham, Australia"
4153,Australia,Petrie,"Petrie, Australia"
4154,Australia,Pheasant Creek,"Pheasant Creek, Australia"
4155,Australia,Phillip Island,"Phillip Island, Australia"
4156,Australia,Pialba,"Pialba, Australia"
4157,Australia,Piangil,"Piangil, Australia"
4158,Australia,Piccadilly,"Piccadilly, Australia"
4159,Australia,Picton,"Picton, Australia"
4160,Australia,Picton,"Picton, Australia"
4161,Australia,Pilbara,"Pilbara, Australia"
4162,Australia,Pimpama,"Pimpama, Australia"
4163,Australia,Pindar,"Pindar, Australia"
4164,Australia,Pingelly,"Pingelly, Australia"
4165,Australia,Pinjarra,"Pinjarra, Australia"
4166,Australia,Pinkenba,"Pinkenba, Australia"
4167,Australia,Pipers Brook,"Pipers Brook, Australia"
4168,Australia,Pipers Creek,"Pipers Creek, Australia"
4169,Australia,Pittong,"Pittong, Australia"
4170,Australia,Pleystowe,"Pleystowe, Australia"
4171,Australia,Plympton,"Plympton, Australia"
4172,Australia,Point Cook,"Point Cook, Australia"
4173,Australia,Point Henry Pier/Melbourne,"Point Henry Pier/Melbourne, Australia"
4174,Australia,Point Piper,"Point Piper, Australia"
4175,Australia,Point Samson,"Point Samson, Australia"
4176,Australia,Point Wilson,"Point Wilson, Australia"
4177,Australia,Pokolbin,"Pokolbin, Australia"
4178,Australia,Pooraka,"Pooraka, Australia"
4179,Australia,Porongurup,"Porongurup, Australia"
4180,Australia,Port Adelaide,"Port Adelaide, Australia"
4181,Australia,Port Alma,"Port Alma, Australia"
4182,Australia,Port Arthur,"Port Arthur, Australia"
4183,Australia,Port Augusta,"Port Augusta, Australia"
4184,Australia,Port Bonython,"Port Bonython, Australia"
4185,Australia,Port Botany,"Port Botany, Australia"
4186,Australia,Port Curtis,"Port Curtis, Australia"
4187,Australia,Port Dalrymple,"Port Dalrymple, Australia"
4188,Australia,Port Denison,"Port Denison, Australia"
4189,Australia,Port Douglas,"Port Douglas, Australia"
4190,Australia,Port Fairy,"Port Fairy, Australia"
4191,Australia,Port Gawler,"Port Gawler, Australia"
4192,Australia,Port Giles,"Port Giles, Australia"
4193,Australia,Port Hacking,"Port Hacking, Australia"
4194,Australia,Port Hedland,"Port Hedland, Australia"
4195,Australia,Port Hunter,"Port Hunter, Australia"
4196,Australia,Port Huon,"Port Huon, Australia"
4197,Australia,Port Jackson,"Port Jackson, Australia"
4198,Australia,Port Keats,"Port Keats, Australia"
4199,Australia,Port Kembla,"Port Kembla, Australia"
4200,Australia,Port Kennedy,"Port Kennedy, Australia"
4201,Australia,Port Kenny,"Port Kenny, Australia"
4202,Australia,Port Latta,"Port Latta, Australia"
4203,Australia,Port Lincoln,"Port Lincoln, Australia"
4204,Australia,Port Macquarie,"Port Macquarie, Australia"
4205,Australia,Port Melbourne,"Port Melbourne, Australia"
4206,Australia,Port Norlunga,"Port Norlunga, Australia"
4207,Australia,Port of Brisbane,"Port of Brisbane, Australia"
4208,Australia,Port Pirie,"Port Pirie, Australia"
4209,Australia,Port Sorell,"Port Sorell, Australia"
4210,Australia,Port Stanley,"Port Stanley, Australia"
4211,Australia,Port Stanvac,"Port Stanvac, Australia"
4212,Australia,Port Stephens,"Port Stephens, Australia"
4213,Australia,Port Wakefied,"Port Wakefied, Australia"
4214,Australia,Port Walcott,"Port Walcott, Australia"
4215,Australia,Port Warrender,"Port Warrender, Australia"
4216,Australia,Port Willunga,"Port Willunga, Australia"
4217,Australia,Portland,"Portland, Australia"
4218,Australia,Portland,"Portland, Australia"
4219,Australia,Pozieres,"Pozieres, Australia"
4220,Australia,Prahran,"Prahran, Australia"
4221,Australia,Prelude,"Prelude, Australia"
4222,Australia,Preston,"Preston, Australia"
4223,Australia,Prestons,"Prestons, Australia"
4224,Australia,Price,"Price, Australia"
4225,Australia,Princes Hill,"Princes Hill, Australia"
4226,Australia,Proper Bay,"Proper Bay, Australia"
4227,Australia,Proserpine,"Proserpine, Australia"
4228,Australia,Prospect,"Prospect, Australia"
4229,Australia,Prospect,"Prospect, Australia"
4230,Australia,Pullen Vale,"Pullen Vale, Australia"
4231,Australia,Punchbowl,"Punchbowl, Australia"
4232,Australia,Pymble,"Pymble, Australia"
4233,Australia,Pyrenees,"Pyrenees, Australia"
4234,Australia,Pyrmont,"Pyrmont, Australia"
4235,Australia,Quairading,"Quairading, Australia"
4236,Australia,Quakers Hill,"Quakers Hill, Australia"
4237,Australia,Qualco,"Qualco, Australia"
4238,Australia,Queanbeyan,"Queanbeyan, Australia"
4239,Australia,Queenstown,"Queenstown, Australia"
4240,Australia,Quilpie,"Quilpie, Australia"
4241,Australia,Quindalup,"Quindalup, Australia"
4242,Australia,Quirindi,"Quirindi, Australia"
4243,Australia,Quoiba,"Quoiba, Australia"
4244,Australia,RAAF Curtin,"RAAF Curtin, Australia"
4245,Australia,Raffles Bay,"Raffles Bay, Australia"
4246,Australia,Ramingining,"Ramingining, Australia"
4247,Australia,Randwick,"Randwick, Australia"
4248,Australia,Ranelagh,"Ranelagh, Australia"
4249,Australia,Rapid Bay,"Rapid Bay, Australia"
4250,Australia,Ravensbourne,"Ravensbourne, Australia"
4251,Australia,Ravensthorpe,"Ravensthorpe, Australia"
4252,Australia,Ravenswood,"Ravenswood, Australia"
4253,Australia,Raymond Terrace,"Raymond Terrace, Australia"
4254,Australia,Red Cliffs,"Red Cliffs, Australia"
4255,Australia,Red Hill,"Red Hill, Australia"
4256,Australia,Red Hill,"Red Hill, Australia"
4257,Australia,Red Hill South,"Red Hill South, Australia"
4258,Australia,Redbank,"Redbank, Australia"
4259,Australia,Redbank,"Redbank, Australia"
4260,Australia,Redcliffe,"Redcliffe, Australia"
4261,Australia,Redcliffe,"Redcliffe, Australia"
4262,Australia,Redesdale,"Redesdale, Australia"
4263,Australia,Redfern,"Redfern, Australia"
4264,Australia,Redhead,"Redhead, Australia"
4265,Australia,Redland Bay,"Redland Bay, Australia"
4266,Australia,Reedy Creek,"Reedy Creek, Australia"
4267,Australia,Regency Park,"Regency Park, Australia"
4268,Australia,Regents Park,"Regents Park, Australia"
4269,Australia,Relbia,"Relbia, Australia"
4270,Australia,Renmark,"Renmark, Australia"
4271,Australia,Research,"Research, Australia"
4272,Australia,Reservoir,"Reservoir, Australia"
4273,Australia,Revesby,"Revesby, Australia"
4274,Australia,Reynella,"Reynella, Australia"
4275,Australia,Rhodes,"Rhodes, Australia"
4276,Australia,Richlands,"Richlands, Australia"
4277,Australia,Richmond,"Richmond, Australia"
4278,Australia,Richmond,"Richmond, Australia"
4279,Australia,Richmond,"Richmond, Australia"
4280,Australia,Richmond,"Richmond, Australia"
4281,Australia,Richmond,"Richmond, Australia"
4282,Australia,Richmond Hill,"Richmond Hill, Australia"
4283,Australia,Richmond Vale,"Richmond Vale, Australia"
4284,Australia,Riddells Creek,"Riddells Creek, Australia"
4285,Australia,Ridgehaven,"Ridgehaven, Australia"
4286,Australia,Ringwood,"Ringwood, Australia"
4287,Australia,Ringwood East,"Ringwood East, Australia"
4288,Australia,Ringwood North,"Ringwood North, Australia"
4289,Australia,Ripplebrook,"Ripplebrook, Australia"
4290,Australia,Risdon,"Risdon, Australia"
4291,Australia,Riverina,"Riverina, Australia"
4292,Australia,Riverstone,"Riverstone, Australia"
4293,Australia,Riverton,"Riverton, Australia"
4294,Australia,Riverwood,"Riverwood, Australia"
4295,Australia,Robe,"Robe, Australia"
4296,Australia,Robertson,"Robertson, Australia"
4297,Australia,Robinhood,"Robinhood, Australia"
4298,Australia,Robinson River,"Robinson River, Australia"
